id,nft_rank,rarity score,img_url,is_one_of_one,base_color,spots,tire_color,window_color,tip_color,lights_color,door_color,wheel_color,background,trait_count
7192,4930,63.68,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7192,No,Yellow,Single Spot,None,Blue,Blue,Yellow,Blue,Blue,Snow,6
8822,4931,63.68,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8822,No,Yellow,Small Spots,Green,Black,Red,None,Blue,Green,Jungle,6
3291,4932,63.67,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3291,No,Yellow,Single Spot,None,None,Purple,Green,Red,Black,Jungle,5
4974,4933,63.67,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4974,No,Yellow,Single Spot,None,None,Cyan,Green,Black,Green,Night,5
9245,4934,63.67,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9245,No,Yellow,Small Spots,White,Purple,None,Red,None,Blue,Jungle,5
4792,4935,63.67,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4792,No,Green,None,None,Green,Orange,Blue,Blue,Black,Sunset,5
3986,4936,63.66,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3986,No,Yellow,Single Spot,Cyan,Black,Green,Yellow,Blue,Blue,Sunset,7
1026,4937,63.66,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1026,No,Yellow,None,None,Green,Red,Orange,None,Blue,Snow,4
3844,4938,63.66,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3844,No,Yellow,Two Spots,Blue,Blue,None,Orange,None,Black,Snow,5
870,4939,63.66,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/870,No,Yellow,None,Orange,None,None,Orange,Cyan,Red,Jungle,4
2457,4940,63.66,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2457,No,Yellow,Big Spot,None,Red,Green,None,None,Black,Sunset,4
1732,4941,63.64,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1732,No,Rotten,Small Spots,White,None,Blue,None,Black,Black,Night,5
144,4942,63.64,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/144,No,Rotten,None,Cyan,Black,Blue,Yellow,Green,Black,Jungle,6
564,4943,63.64,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/564,No,Green,Single Spot,None,Black,None,None,Blue,Cyan,Fall,4
7886,4944,63.64,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7886,No,Yellow,Three Spots,White,Green,Blue,Yellow,Black,Red,Jungle,7
7148,4945,63.63,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7148,No,Yellow,Small Spots,White,Red,None,Yellow,None,Black,Sunset,5
1889,4946,63.62,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1889,No,Yellow,Two Spots,Red,Green,Green,None,Green,None,Sunset,5
42,4947,63.62,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/42,No,Rotten,Two Spots,White,Black,Green,Yellow,Purple,Red,Jungle,7
1803,4948,63.62,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1803,No,Yellow,Single Spot,Red,Black,None,Green,Purple,None,Fall,5
6395,4949,63.61,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6395,No,Yellow,None,Cyan,Green,Blue,Orange,None,Blue,Fall,5
5267,4950,63.61,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5267,No,Yellow,None,Orange,None,Orange,None,Black,Red,Sunset,4
3498,4951,63.6,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3498,No,Yellow,Small Spots,None,Black,Orange,Red,Purple,Black,Jungle,6
7729,4952,63.6,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7729,No,Yellow,None,None,Blue,Cyan,None,Cyan,Black,Sunset,4
2712,4953,63.59,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2712,No,Rotten,Single Spot,White,Black,None,Blue,None,Black,Snow,5
4235,4954,63.58,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4235,No,Yellow,Single Spot,White,Green,None,Red,Red,Blue,Sunset,6
5680,4955,63.57,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5680,No,Yellow,Single Spot,Orange,Green,None,Red,Black,None,Fall,5
1745,4956,63.57,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1745,No,Yellow,Single Spot,Green,Green,None,Yellow,Black,Yellow,Sunset,6
2242,4957,63.56,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2242,No,Green,Two Spots,None,None,Orange,Yellow,None,None,Sunset,3
8756,4958,63.56,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8756,No,Rotten,None,Green,Green,None,None,None,Blue,Night,3
7036,4959,63.56,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7036,No,Yellow,Single Spot,None,Green,Red,Green,None,Yellow,Fall,5
618,4960,63.56,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/618,No,Green,Small Spots,White,None,Red,Cyan,None,Black,Jungle,5
6980,4961,63.55,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6980,No,Yellow,Small Spots,None,Blue,Green,Green,Black,None,Sunset,5
5818,4962,63.54,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5818,No,Rotten,None,Green,None,None,None,Green,Black,Night,3
3233,4963,63.54,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3233,No,Yellow,Small Spots,None,None,Cyan,None,Blue,Blue,Jungle,4
7877,4964,63.53,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7877,No,Yellow,None,Cyan,Black,Orange,None,Blue,Green,Sunset,5
5993,4965,63.53,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5993,No,Rotten,Two Spots,White,Green,None,Cyan,Cyan,Blue,Fall,6
2101,4966,63.52,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2101,No,Rotten,None,White,Black,Blue,Red,Cyan,Blue,Fall,6
7941,4967,63.52,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7941,No,Rotten,Big Spot,Blue,None,Red,Cyan,None,None,Jungle,4
5721,4968,63.52,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5721,No,Green,None,White,Black,Green,Green,Blue,None,Sunset,5
6114,4969,63.51,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6114,No,Yellow,Big Spot,None,None,Green,Yellow,Black,Red,Snow,5
7929,4970,63.51,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7929,No,Green,Single Spot,None,None,Cyan,Orange,None,Red,Jungle,4
8962,4971,63.51,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8962,No,Yellow,Single Spot,White,None,Red,Orange,Red,Black,Night,6
943,4972,63.5,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/943,No,Rotten,Single Spot,None,Black,Blue,Cyan,None,Yellow,Jungle,5
4389,4973,63.5,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4389,No,Yellow,Two Spots,Green,None,Red,Orange,Cyan,Blue,Night,6
1084,4974,63.47,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1084,No,Yellow,None,Red,Black,Blue,Blue,None,None,Night,4
3997,4975,63.47,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3997,No,Rotten,Single Spot,White,Blue,Orange,None,Purple,Black,Sunset,6
7955,4976,63.47,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7955,No,Yellow,Two Spots,None,Blue,Green,Yellow,Cyan,Yellow,Jungle,6
5143,4977,63.47,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5143,No,Green,Three Spots,None,Black,Green,Orange,None,None,Sunset,4
1391,4978,63.47,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1391,No,Rotten,None,White,Black,None,Green,Red,Blue,Jungle,5
9170,4979,63.47,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9170,No,Yellow,Two Spots,None,Purple,None,Cyan,Cyan,Black,Sunset,5
2379,4980,63.46,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2379,No,Rotten,None,Orange,Black,Orange,Yellow,None,Blue,Fall,5
9555,4981,63.46,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9555,No,Green,Single Spot,White,Blue,None,Yellow,Red,Black,Jungle,6
7304,4982,63.45,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7304,No,Yellow,None,Red,None,Blue,None,Purple,Blue,Sunset,4
1724,4983,63.44,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1724,No,Green,Big Spot,None,Green,None,Blue,Blue,Black,Fall,5
2756,4984,63.44,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2756,No,Rotten,None,Green,Blue,None,Yellow,None,Yellow,Jungle,4
3269,4985,63.44,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3269,No,Yellow,Single Spot,None,Blue,Purple,Orange,Cyan,Red,Night,6
4044,4986,63.43,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4044,No,Green,Big Spot,White,Green,None,Yellow,Green,Black,Fall,6
1894,4987,63.43,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1894,No,Yellow,Three Spots,Red,None,Blue,None,Blue,Blue,Sunset,5
3079,4988,63.42,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3079,No,Green,Three Spots,None,Blue,None,None,None,Black,Sunset,3
4553,4989,63.42,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4553,No,Yellow,Small Spots,White,Black,Blue,Cyan,None,Blue,Night,6
3484,4990,63.41,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3484,No,Yellow,Small Spots,White,Purple,None,Orange,None,Blue,Jungle,5
5578,4991,63.41,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5578,No,Yellow,None,Blue,Black,Purple,None,Purple,None,Fall,4
4634,4992,63.4,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4634,No,Rotten,None,Green,Black,Purple,Green,None,Red,Jungle,5
9502,4993,63.4,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9502,No,Rotten,Two Spots,Green,Black,Red,Cyan,None,Red,Night,6
3166,4994,63.4,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3166,No,Yellow,Three Spots,Cyan,None,Red,None,Blue,Black,Sunset,5
3398,4995,63.39,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3398,No,Yellow,None,Red,Black,Cyan,Yellow,Blue,None,Jungle,5
5817,4996,63.39,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5817,No,Green,Three Spots,Blue,Green,None,Cyan,None,Black,Jungle,5
6330,4997,63.38,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6330,No,Rotten,None,None,Purple,Red,Yellow,Green,Green,Jungle,5
475,4998,63.37,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/475,No,Yellow,Two Spots,White,Black,Green,None,Blue,Yellow,Night,6
6369,4999,63.37,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6369,No,Yellow,Single Spot,Green,None,None,None,None,Yellow,Jungle,3
7506,5000,63.36,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7506,No,Yellow,None,Blue,Blue,Purple,Red,Black,Green,Sunset,6
7265,5001,63.36,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7265,No,Rotten,Two Spots,None,None,Red,Cyan,None,Yellow,Jungle,4
2658,5002,63.35,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2658,No,Yellow,None,None,Blue,Green,Yellow,Blue,None,Snow,4
4465,5003,63.35,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4465,No,Yellow,Small Spots,None,Green,Orange,Cyan,None,None,Jungle,4
3680,5004,63.35,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3680,No,Yellow,Three Spots,None,Green,None,Green,Cyan,Red,Sunset,5
4284,5005,63.35,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4284,No,Green,Single Spot,White,Green,Red,None,Green,None,Fall,5
8764,5006,63.34,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8764,No,Yellow,Single Spot,Green,None,Cyan,Red,Blue,Black,Jungle,6
2037,5007,63.34,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2037,No,Yellow,Single Spot,White,Black,Purple,Blue,Blue,Black,Sunset,7
4617,5008,63.33,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4617,No,Yellow,Three Spots,Green,Green,None,Yellow,Blue,Green,Night,6
939,5009,63.33,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/939,No,Rotten,None,Red,Black,None,Red,Blue,None,Night,4
4065,5010,63.33,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4065,No,Yellow,Single Spot,White,Green,Red,Yellow,None,None,Snow,5
3015,5011,63.32,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3015,No,Yellow,Small Spots,Blue,Black,Orange,Green,None,Black,Jungle,6
6512,5012,63.31,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6512,No,Rotten,Three Spots,White,Green,Blue,Red,None,Black,Jungle,6
2074,5013,63.29,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2074,No,Yellow,Single Spot,None,Blue,Orange,Yellow,None,Green,Snow,5
4473,5014,63.29,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4473,No,Yellow,Big Spot,None,Black,Purple,Red,Black,Green,Night,6
8307,5015,63.29,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8307,No,Yellow,Two Spots,None,Black,None,Cyan,Red,None,Night,4
7626,5016,63.29,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7626,No,Yellow,Two Spots,Blue,Green,Blue,Orange,None,Green,Night,6
6248,5017,63.28,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6248,No,Green,None,White,Black,Red,Cyan,Cyan,Blue,Jungle,6
3696,5018,63.27,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3696,No,Yellow,None,Red,None,None,Red,Black,Yellow,Jungle,4
2129,5019,63.27,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2129,No,Yellow,Two Spots,Red,Purple,None,None,Black,Blue,Sunset,5
7767,5020,63.27,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7767,No,Yellow,Two Spots,Red,Blue,Purple,None,Blue,Black,Fall,6
2546,5021,63.27,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2546,No,Yellow,None,White,Purple,Blue,None,None,Red,Night,4
4127,5022,63.26,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4127,No,Rotten,Two Spots,None,Green,Orange,Green,None,Green,Fall,5
3845,5023,63.26,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3845,No,Yellow,Two Spots,None,Blue,Orange,None,None,Cyan,Sunset,4
1899,5024,63.25,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1899,No,Yellow,Two Spots,Red,Black,Green,Red,Blue,Blue,Jungle,7
1279,5025,63.23,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1279,No,Yellow,Big Spot,Blue,None,Blue,Orange,Green,Red,Jungle,6
6156,5026,63.23,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6156,No,Green,Three Spots,Red,Green,None,Yellow,None,Blue,Jungle,5
3501,5027,63.23,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3501,No,Yellow,Single Spot,Orange,None,None,Yellow,Cyan,Green,Sunset,5
8137,5028,63.23,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8137,No,Yellow,Single Spot,None,Purple,Green,Red,Purple,Black,Jungle,6
4037,5029,63.22,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4037,No,Yellow,None,None,Black,Blue,Orange,Blue,Black,Snow,5
5095,5030,63.22,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5095,No,Yellow,None,Green,Black,Blue,Red,Blue,Green,Night,6
610,5031,63.21,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/610,No,Yellow,Small Spots,Blue,None,Green,Orange,Black,Red,Sunset,6
1214,5032,63.21,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1214,No,Rotten,Two Spots,Green,Black,Blue,Cyan,None,Blue,Fall,6
4999,5033,63.21,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4999,No,Yellow,Two Spots,None,Green,Orange,Orange,None,Cyan,Jungle,5
5863,5034,63.21,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5863,No,Yellow,Big Spot,None,None,Blue,None,Cyan,Green,Sunset,4
4295,5035,63.21,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4295,No,Rotten,Big Spot,Cyan,None,None,Yellow,None,Green,Jungle,4
5711,5036,63.19,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5711,No,Yellow,Single Spot,None,Black,Red,Red,Red,None,Night,5
26,5037,63.19,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/26,No,Green,None,White,None,None,Green,None,Black,Night,3
2273,5038,63.19,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2273,No,Yellow,None,None,Black,Red,Green,None,Cyan,Night,4
7849,5039,63.19,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7849,No,Rotten,Single Spot,None,Green,None,Red,Blue,Cyan,Jungle,5
9235,5040,63.19,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9235,No,Yellow,Single Spot,White,Black,Cyan,Yellow,Black,Green,Jungle,7
6855,5041,63.18,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6855,No,Yellow,Small Spots,None,None,None,None,Cyan,Blue,Fall,3
1956,5042,63.18,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1956,No,Yellow,Single Spot,White,Purple,Red,Blue,None,Black,Night,6
3377,5043,63.18,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3377,No,Green,Three Spots,White,Black,Blue,Red,None,Black,Jungle,6
3430,5044,63.17,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3430,No,Yellow,Two Spots,Blue,Purple,None,None,None,Green,Night,4
6085,5045,63.17,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6085,No,Yellow,None,None,Black,Orange,Cyan,Red,Blue,Fall,5
9038,5046,63.15,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9038,No,Yellow,Single Spot,Green,Blue,Purple,Yellow,Blue,Blue,Jungle,7
3346,5047,63.14,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3346,No,Yellow,Single Spot,Green,Black,Purple,Yellow,Black,Red,Sunset,7
827,5048,63.14,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/827,No,Yellow,Two Spots,Green,Black,Orange,Orange,Blue,Black,Jungle,7
9305,5049,63.14,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9305,No,Rotten,Two Spots,Red,None,None,None,None,Blue,Night,3
7694,5050,63.14,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7694,No,Yellow,Single Spot,Orange,Blue,None,Orange,Green,Red,Jungle,6
6600,5051,63.12,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6600,No,Rotten,Small Spots,None,None,Green,None,Green,Red,Fall,4
3405,5052,63.11,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3405,No,Green,Three Spots,White,None,None,Yellow,Cyan,Black,Night,5
958,5053,63.09,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/958,No,Rotten,Two Spots,None,None,None,Green,Black,Cyan,Jungle,4
5462,5054,63.09,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5462,No,Yellow,Three Spots,Blue,None,Red,Green,Blue,Blue,Sunset,6
5202,5055,63.09,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5202,No,Rotten,Single Spot,White,Black,Blue,Orange,Black,Blue,Fall,7
6670,5056,63.08,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6670,No,Yellow,None,Orange,None,None,Cyan,Cyan,Black,Jungle,4
9433,5057,63.08,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9433,No,Yellow,None,Cyan,None,Green,Orange,Green,Red,Sunset,5
2216,5058,63.08,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2216,No,Green,Single Spot,White,Blue,Green,Green,Black,None,Jungle,6
1436,5059,63.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1436,No,Yellow,None,None,Black,Green,Green,Black,Cyan,Night,5
2225,5060,63.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2225,No,Rotten,Big Spot,None,Black,Purple,Green,Black,Black,Jungle,6
8264,5061,63.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8264,No,Yellow,Big Spot,White,Blue,Red,Yellow,Green,Red,Jungle,7
4505,5062,63.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4505,No,Yellow,Big Spot,Blue,Black,Green,Yellow,Green,Red,Jungle,7
4074,5063,63.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4074,No,Yellow,Three Spots,None,None,Red,Blue,None,None,Sunset,3
1877,5064,63.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1877,No,Yellow,Two Spots,Blue,Green,Green,Orange,Green,None,Sunset,6
3653,5065,63.05,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3653,No,Yellow,Single Spot,White,Green,Cyan,Cyan,None,Black,Fall,6
4236,5066,63.05,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4236,No,Yellow,None,None,Red,Blue,Cyan,Blue,Blue,Jungle,5
702,5067,63.05,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/702,No,Rotten,Small Spots,White,Black,None,Blue,None,Green,Fall,5
4471,5068,63.04,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4471,No,Yellow,Single Spot,Green,None,None,None,Cyan,None,Fall,3
7775,5069,63.04,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7775,No,Rotten,Two Spots,White,None,None,Orange,Red,Red,Jungle,5
7282,5070,63.03,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7282,No,Yellow,Two Spots,Red,None,Purple,Cyan,None,Red,Sunset,5
5420,5071,63.03,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5420,No,Yellow,None,None,Blue,Orange,Blue,Black,Yellow,Jungle,5
8107,5072,63.02,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8107,No,Yellow,None,Red,None,Cyan,Yellow,Black,Red,Fall,5
7024,5073,63.02,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7024,No,Yellow,None,None,Blue,Cyan,None,None,Blue,Sunset,3
3562,5074,63,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3562,No,Rotten,None,Red,Blue,Blue,Yellow,None,Red,Night,5
