image,id,nft_rank,rarity_score,img_url,is_one_of_one,color,face,head,clothes,hands,feet,background,trait_count,color,face,head,clothes,hands,feet,background,trait_count
,5702,9277,38.18,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5702,No,Grey,Fearless,None,Red Shorts,Claws,Black Gloves,Green,3,3.6,3.1,2.8,6.430868167,7.9,6.9,5.0,2.4
,5703,2882,64.06,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5703,No,Brown,Fearless,Blue Mask,Jeans,Claws,Bracelets,Blue,4,3.8,3.1,9.5,4.894762604,7.9,24.8,6.0,4.0
,5704,8869,39.57,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5704,No,Grey,Fearless,Red Mask,Jeans,None,Black Gloves,Green,3,3.6,3.1,9.7,4.894762604,4.0,6.9,5.0,2.4
,5705,6079,47.00,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5705,No,Red,Laughing,Blue Mask,None,Socks,None,Yellow,2,4.7,6.0,9.5,4.27167877,7.5,3.1,8.2,3.8
,5706,4083,54.30,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5706,No,Red,Fearless,Coconut,Red Shorts,Boots,Boxing Gloves,Yellow,4,4.7,3.1,15.6,6.430868167,5.3,6.9,8.2,4.0
,5707,8942,39.36,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5707,No,Red,Fearless,Warpaint,None,Boots,Bandages,Red,3,4.7,3.1,7.7,4.27167877,5.3,7.6,4.3,2.4
,5708,6337,46.35,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5708,No,Green,Laughing,Blue Mask,None,Boots,Bandages,Green,3,6.4,6.0,9.5,4.27167877,5.3,7.6,5.0,2.4
,5709,4013,54.68,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5709,No,Brown,Laughing,Warpaint,Diaper,Sneakers,Boxing Gloves,Yellow,4,3.8,6.0,7.7,5.042864347,13.1,6.9,8.2,4.0
,5710,5592,48.38,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5710,No,Red,Laughing,Mohawk,Diaper,Claws,Bandages,Blue,4,4.7,6.0,7.1,5.042864347,7.9,7.6,6.0,4.0
,5711,7495,43.40,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5711,No,Red,Fearless,Band-Aid,None,None,Bandages,Green,2,4.7,3.1,10.9,4.27167877,4.0,7.6,5.0,3.8
,5712,4199,53.65,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5712,No,Brown,Angry,Warpaint,Diaper,Socks,Big Hands,Grey,4,3.8,5.1,7.7,5.042864347,7.5,16.3,4.2,4.0
,5713,6529,45.89,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5713,No,Brown,Angry,Blue Mask,Red Shorts,Bandages,None,Yellow,3,3.8,5.1,9.5,6.430868167,7.4,3.1,8.2,2.4
,5714,9208,38.44,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5714,No,Grey,Fearless,Warpaint,Red Shorts,None,Black Gloves,Red,3,3.6,3.1,7.7,6.430868167,4.0,6.9,4.3,2.4
,5715,7472,43.47,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5715,No,Red,Angry,Mohawk,Jeans,None,Claws,Red,3,4.7,5.1,7.1,4.894762604,4.0,11.0,4.3,2.4
,5716,4672,51.51,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5716,No,Red,Fearless,None,None,Sneakers,None,Grey,1,4.7,3.1,2.8,4.27167877,13.1,3.1,4.2,16.2
,5717,942,120.74,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5717,No,Brown,Laughing,None,Diaper,Rollers,Claws,Green,3,3.8,6.0,2.8,5.042864347,84.7,11.0,5.0,2.4
,5718,2300,72.35,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5718,No,Brown,Bored,Blue Mask,Kimono,Bandages,Boxing Gloves,Blue,4,3.8,6.6,9.5,28.08988764,7.4,6.9,6.0,4.0
,5719,6805,45.20,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5719,No,Brown,Fearless,None,Jeans,Sneakers,Boxing Gloves,Yellow,3,3.8,3.1,2.8,4.894762604,13.1,6.9,8.2,2.4
,5720,9204,38.45,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5720,No,Grey,Laughing,None,Diaper,Bandages,Black Gloves,Red,3,3.6,6.0,2.8,5.042864347,7.4,6.9,4.3,2.4
,5721,6941,44.89,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5721,No,Green,Bored,Mohawk,Red Shorts,Claws,None,Green,3,6.4,6.6,7.1,6.430868167,7.9,3.1,5.0,2.4
,5722,3107,61.56,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5722,No,Blue,Laughing,Red Mask,Jeans,Boots,Black Gloves,Red,4,20.5,6.0,9.7,4.894762604,5.3,6.9,4.3,4.0
,5723,5307,49.21,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5723,No,Brown,Amazed,None,Red Shorts,Sneakers,Black Gloves,Blue,3,3.8,7.8,2.8,6.430868167,13.1,6.9,6.0,2.4
,5724,4977,50.31,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5724,No,Brown,Angry,Coconut,Red Shorts,None,Boxing Gloves,Blue,3,3.8,5.1,15.6,6.430868167,4.0,6.9,6.0,2.4
,5725,671,132.83,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5725,No,Red,Knocked Out,Mohawk,Wrestling Trunks,None,Boxing Gloves,Grey,3,4.7,91.7,7.1,11.80637544,4.0,6.9,4.2,2.4
,5726,7191,44.24,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5726,No,Grey,Amazed,Band-Aid,Jeans,Bandages,None,Grey,3,3.6,7.8,10.9,4.894762604,7.4,3.1,4.2,2.4
,5727,2718,66.31,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5727,No,Brown,Fearless,Band-Aid,Kimono,Boots,Boxing Gloves,Grey,4,3.8,3.1,10.9,28.08988764,5.3,6.9,4.2,4.0
,5728,5511,48.62,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5728,No,Grey,Laughing,None,Diaper,Socks,Big Hands,Green,3,3.6,6.0,2.8,5.042864347,7.5,16.3,5.0,2.4
,5729,5387,48.99,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5729,No,Green,Angry,Warpaint,Red Shorts,Socks,Boxing Gloves,Green,4,6.4,5.1,7.7,6.430868167,7.5,6.9,5.0,4.0
,5730,7151,44.33,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5730,No,Green,Amazed,Warpaint,Jeans,None,Black Gloves,Red,3,6.4,7.8,7.7,4.894762604,4.0,6.9,4.3,2.4
,5731,9893,34.60,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5731,No,Brown,Bored,None,Jeans,Boots,None,Red,2,3.8,6.6,2.8,4.894762604,5.3,3.1,4.3,3.8
,5732,8309,41.16,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5732,No,Red,Angry,None,Jeans,None,Bandages,Yellow,2,4.7,5.1,2.8,4.894762604,4.0,7.6,8.2,3.8
,5733,8430,40.85,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5733,No,Grey,Amazed,None,Jeans,Socks,Boxing Gloves,Green,3,3.6,7.8,2.8,4.894762604,7.5,6.9,5.0,2.4
,5734,7080,44.50,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5734,No,Red,Fearless,None,None,Boots,Big Hands,Grey,2,4.7,3.1,2.8,4.27167877,5.3,16.3,4.2,3.8
,5735,5691,48.11,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5735,No,Green,Angry,Warpaint,None,Boots,Claws,Blue,3,6.4,5.1,7.7,4.27167877,5.3,11.0,6.0,2.4
,5736,8393,40.96,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5736,No,Brown,Fearless,Red Mask,Diaper,None,Boxing Gloves,Blue,3,3.8,3.1,9.7,5.042864347,4.0,6.9,6.0,2.4
,5737,4256,53.44,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5737,No,Brown,Fearless,Blue Mask,Robe,Socks,Black Gloves,Green,4,3.8,3.1,9.5,13.6425648,7.5,6.9,5.0,4.0
,5738,1262,107.14,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5738,No,Grey,Fearless,Blue Mask,Champion Belt,None,Bandages,Blue,3,3.6,3.1,9.5,70.92198582,4.0,7.6,6.0,2.4
,5739,6160,46.78,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5739,No,Brown,Fearless,Mohawk,Diaper,Claws,Bandages,Yellow,4,3.8,3.1,7.1,5.042864347,7.9,7.6,8.2,4.0
,5740,4970,50.34,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5740,No,Grey,Bored,None,Robe,Boots,Claws,Green,3,3.6,6.6,2.8,13.6425648,5.3,11.0,5.0,2.4
,5741,8835,39.66,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5741,No,Red,Laughing,None,Diaper,Socks,Boxing Gloves,Red,3,4.7,6.0,2.8,5.042864347,7.5,6.9,4.3,2.4
,5742,1977,80.03,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5742,No,Brown,Scared,Coconut,None,Boots,Black Gloves,Red,3,3.8,37.5,15.6,4.27167877,5.3,6.9,4.3,2.4
,5743,4096,54.26,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5743,No,Grey,Amazed,Warpaint,Wrestling Trunks,None,Claws,Blue,3,3.6,7.8,7.7,11.80637544,4.0,11.0,6.0,2.4
,5744,6419,46.17,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5744,No,Brown,Fearless,Warpaint,Diaper,Bandages,Boxing Gloves,Yellow,4,3.8,3.1,7.7,5.042864347,7.4,6.9,8.2,4.0
,5745,4895,50.64,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5745,No,Red,Amazed,Warpaint,Jeans,Claws,Bandages,Blue,4,4.7,7.8,7.7,4.894762604,7.9,7.6,6.0,4.0
,5746,588,137.93,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5746,No,Grey,Bored,Coconut,Robe,Rollers,None,Yellow,3,3.6,6.6,15.6,13.6425648,84.7,3.1,8.2,2.4
,5747,3429,58.61,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5747,No,Brown,Laughing,None,Diaper,Anklet,None,Blue,2,3.8,6.0,2.8,5.042864347,28.1,3.1,6.0,3.8
,5748,1180,110.71,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5748,No,Brown,Amazed,Mohawk,Champion Belt,Boots,Boxing Gloves,Green,4,3.8,7.8,7.1,70.92198582,5.3,6.9,5.0,4.0
,5749,3955,55.07,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5749,No,Brown,Angry,Red Mask,None,Socks,Big Hands,Blue,3,3.8,5.1,9.7,4.27167877,7.5,16.3,6.0,2.4
,5750,3121,61.43,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5750,No,Grey,Laughing,Blue Mask,Wrestling Trunks,Boots,Big Hands,Green,4,3.6,6.0,9.5,11.80637544,5.3,16.3,5.0,4.0
,5751,9873,34.87,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5751,No,Grey,Fearless,None,Red Shorts,None,Boxing Gloves,Grey,2,3.6,3.1,2.8,6.430868167,4.0,6.9,4.2,3.8
,5752,1407,101.95,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5752,No,Green,Angry,None,Kimono,Sneakers,Black Gloves,Pink,3,6.4,5.1,2.8,28.08988764,13.1,6.9,37.2,2.4
,5753,4207,53.63,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5753,No,Brown,Fearless,Red Mask,Robe,Socks,Boxing Gloves,Green,4,3.8,3.1,9.7,13.6425648,7.5,6.9,5.0,4.0
,5754,5742,47.97,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5754,No,Grey,Fearless,Red Mask,Red Shorts,Socks,Bandages,Blue,4,3.6,3.1,9.7,6.430868167,7.5,7.6,6.0,4.0
,5755,4277,53.27,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5755,No,Green,Angry,Coconut,Diaper,Boots,Bandages,Grey,4,6.4,5.1,15.6,5.042864347,5.3,7.6,4.2,4.0
,5756,4602,51.85,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5756,No,Blue,Fearless,None,Diaper,Boots,None,Yellow,2,20.5,3.1,2.8,5.042864347,5.3,3.1,8.2,3.8
,5757,733,129.43,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5757,No,Grey,Knocked Out,Band-Aid,Jeans,None,Black Gloves,Green,3,3.6,91.7,10.9,4.894762604,4.0,6.9,5.0,2.4
,5758,6566,45.80,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5758,No,Brown,Angry,Mohawk,Red Shorts,Socks,Black Gloves,Green,4,3.8,5.1,7.1,6.430868167,7.5,6.9,5.0,4.0
,5759,3357,59.14,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5759,No,Blue,Bored,Blue Mask,Jeans,None,Black Gloves,Red,3,20.5,6.6,9.5,4.894762604,4.0,6.9,4.3,2.4
,5760,2231,73.85,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5760,No,Grey,Fearless,Coconut,Kimono,Socks,Black Gloves,Green,4,3.6,3.1,15.6,28.08988764,7.5,6.9,5.0,4.0
,5761,717,130.31,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5761,No,Brown,Knocked Out,None,Diaper,Socks,Claws,Blue,3,3.8,91.7,2.8,5.042864347,7.5,11.0,6.0,2.4
,5762,5878,47.58,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5762,No,Red,Bored,Blue Mask,Wrestling Trunks,Boots,None,Grey,3,4.7,6.6,9.5,11.80637544,5.3,3.1,4.2,2.4
,5763,7248,44.08,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5763,No,Brown,Angry,Mohawk,Red Shorts,None,Claws,Red,3,3.8,5.1,7.1,6.430868167,4.0,11.0,4.3,2.4
,5764,8665,40.19,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5764,No,Red,Laughing,Warpaint,Diaper,Boots,None,Blue,3,4.7,6.0,7.7,5.042864347,5.3,3.1,6.0,2.4
,5765,9108,38.79,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5765,No,Grey,Fearless,None,Red Shorts,Socks,Boxing Gloves,Blue,3,3.6,3.1,2.8,6.430868167,7.5,6.9,6.0,2.4
,5766,6389,46.24,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5766,No,Grey,Fearless,Coconut,Jeans,Socks,None,Blue,3,3.6,3.1,15.6,4.894762604,7.5,3.1,6.0,2.4
,5767,4550,52.07,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5767,No,Red,Laughing,Blue Mask,None,None,None,Red,1,4.7,6.0,9.5,4.27167877,4.0,3.1,4.3,16.2
,5768,7394,43.70,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5768,No,Brown,Fearless,Red Mask,Jeans,Boots,Boxing Gloves,Blue,4,3.8,3.1,9.7,4.894762604,5.3,6.9,6.0,4.0
,5769,1834,83.76,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5769,No,Brown,Bored,Blue Mask,None,Anklet,Bracelets,Red,3,3.8,6.6,9.5,4.27167877,28.1,24.8,4.3,2.4
,5770,1988,79.77,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5770,No,Blue,Bored,None,Kimono,Bandages,Black Gloves,Green,3,20.5,6.6,2.8,28.08988764,7.4,6.9,5.0,2.4
,5771,742,128.80,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5771,No,Grey,Knocked Out,Warpaint,None,Claws,Boxing Gloves,Red,3,3.6,91.7,7.7,4.27167877,7.9,6.9,4.3,2.4
,5772,6609,45.69,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5772,No,Brown,Bored,Mohawk,Diaper,Claws,Boxing Gloves,Red,4,3.8,6.6,7.1,5.042864347,7.9,6.9,4.3,4.0
,5773,3304,59.62,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5773,No,Blue,Angry,Red Mask,Jeans,Claws,None,Blue,3,20.5,5.1,9.7,4.894762604,7.9,3.1,6.0,2.4
,5774,9322,38.03,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5774,No,Brown,Angry,Mohawk,Jeans,Socks,None,Grey,3,3.8,5.1,7.1,4.894762604,7.5,3.1,4.2,2.4
,5775,8634,40.28,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5775,No,Red,Laughing,None,None,Socks,Boxing Gloves,Red,2,4.7,6.0,2.8,4.27167877,7.5,6.9,4.3,3.8
,5776,7631,43.03,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5776,No,Red,Laughing,None,Red Shorts,None,Claws,Red,2,4.7,6.0,2.8,6.430868167,4.0,11.0,4.3,3.8
,5777,7156,44.33,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5777,No,Grey,Fearless,None,Wrestling Trunks,None,Claws,Grey,2,3.6,3.1,2.8,11.80637544,4.0,11.0,4.2,3.8
,5778,792,126.32,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5778,No,Green,Amazed,Monkey Hat,Jeans,Bandages,None,Yellow,3,6.4,7.8,86.2,4.894762604,7.4,3.1,8.2,2.4
,5779,9252,38.26,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5779,No,Grey,Angry,Mohawk,Jeans,Claws,None,Grey,3,3.6,5.1,7.1,4.894762604,7.9,3.1,4.2,2.4
,5780,7114,44.40,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5780,No,Green,Laughing,None,Red Shorts,Boots,Black Gloves,Yellow,3,6.4,6.0,2.8,6.430868167,5.3,6.9,8.2,2.4
,5781,4231,53.53,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5781,No,Green,Amazed,None,Robe,Claws,Bandages,Green,3,6.4,7.8,2.8,13.6425648,7.9,7.6,5.0,2.4
,5782,9200,38.46,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5782,No,Green,Fearless,None,Red Shorts,None,Bandages,Red,2,6.4,3.1,2.8,6.430868167,4.0,7.6,4.3,3.8
,5783,716,130.44,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5783,No,Grey,Fearless,None,Wrestling Trunks,Anklet,Nunchakus,Yellow,3,3.6,3.1,2.8,11.80637544,28.1,70.4,8.2,2.4
,5784,5252,49.34,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5784,No,Green,Angry,None,Jeans,None,Big Hands,Blue,2,6.4,5.1,2.8,4.894762604,4.0,16.3,6.0,3.8
,5785,5303,49.21,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5785,No,Brown,Laughing,Red Mask,Red Shorts,Socks,Bandages,Grey,4,3.8,6.0,9.7,6.430868167,7.5,7.6,4.2,4.0
,5786,2367,71.33,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5786,No,Green,Angry,Red Mask,Wrestling Trunks,Sneakers,Big Hands,Green,4,6.4,5.1,9.7,11.80637544,13.1,16.3,5.0,4.0
,5787,9399,37.72,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5787,No,Grey,Fearless,Mohawk,Red Shorts,None,Black Gloves,Grey,3,3.6,3.1,7.1,6.430868167,4.0,6.9,4.2,2.4
,5788,549,141.76,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5788,No,Red,Bored,Band-Aid,Wrestling Trunks,Claws,Claws,Purple,4,4.7,6.6,10.9,11.80637544,7.9,11.0,84.7,4.0
,5789,7022,44.67,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5789,No,Brown,Laughing,Blue Mask,Red Shorts,None,Bandages,Green,3,3.8,6.0,9.5,6.430868167,4.0,7.6,5.0,2.4
,5790,4898,50.62,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5790,No,Brown,Bored,None,Jeans,Sneakers,Claws,Blue,3,3.8,6.6,2.8,4.894762604,13.1,11.0,6.0,2.4
,5791,6020,47.16,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5791,No,Red,Fearless,None,None,Claws,None,Green,1,4.7,3.1,2.8,4.27167877,7.9,3.1,5.0,16.2
,5792,6961,44.86,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5792,No,Grey,Fearless,Red Mask,Diaper,Socks,Bandages,Red,4,3.6,3.1,9.7,5.042864347,7.5,7.6,4.3,4.0
,5793,6194,46.70,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5793,No,Grey,Amazed,None,None,Boots,Claws,Yellow,2,3.6,7.8,2.8,4.27167877,5.3,11.0,8.2,3.8
,5794,3414,58.70,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5794,No,Blue,Angry,Band-Aid,Jeans,Socks,None,Red,3,20.5,5.1,10.9,4.894762604,7.5,3.1,4.3,2.4
,5795,7899,42.31,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5795,No,Green,Angry,Warpaint,None,Boots,Black Gloves,Red,3,6.4,5.1,7.7,4.27167877,5.3,6.9,4.3,2.4
,5796,3116,61.50,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5796,No,Blue,Angry,Warpaint,Diaper,Claws,Black Gloves,Red,4,20.5,5.1,7.7,5.042864347,7.9,6.9,4.3,4.0
,5797,6525,45.89,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5797,No,Red,Angry,Warpaint,None,Sneakers,None,Grey,2,4.7,5.1,7.7,4.27167877,13.1,3.1,4.2,3.8
,5798,5957,47.35,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5798,No,Grey,Fearless,Blue Mask,None,Socks,Claws,Blue,3,3.6,3.1,9.5,4.27167877,7.5,11.0,6.0,2.4
,5799,2248,73.54,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5799,No,Red,Fearless,Red Mask,None,Boots,Black Gloves,Pink,3,4.7,3.1,9.7,4.27167877,5.3,6.9,37.2,2.4
,5800,6974,44.83,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5800,No,Brown,Fearless,Blue Mask,Diaper,Socks,Boxing Gloves,Green,4,3.8,3.1,9.5,5.042864347,7.5,6.9,5.0,4.0
,5801,2760,65.72,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5801,No,Blue,Bored,None,None,None,Black Gloves,Red,1,20.5,6.6,2.8,4.27167877,4.0,6.9,4.3,16.2
,5802,6420,46.17,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5802,No,Green,Fearless,None,None,Boots,None,Green,1,6.4,3.1,2.8,4.27167877,5.3,3.1,5.0,16.2
,5803,2577,68.32,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5803,No,Grey,Angry,Mohawk,Kimono,Boots,Claws,Grey,4,3.6,5.1,7.1,28.08988764,5.3,11.0,4.2,4.0
,5804,2416,70.60,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5804,No,Blue,Angry,Warpaint,Diaper,Sneakers,Claws,Grey,4,20.5,5.1,7.7,5.042864347,13.1,11.0,4.2,4.0
,5805,9258,38.23,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5805,No,Red,Fearless,Mohawk,Diaper,None,Black Gloves,Green,3,4.7,3.1,7.1,5.042864347,4.0,6.9,5.0,2.4
,5806,4202,53.64,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5806,No,Red,Angry,Red Mask,Robe,Boots,Black Gloves,Red,4,4.7,5.1,9.7,13.6425648,5.3,6.9,4.3,4.0
,5807,4900,50.62,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5807,No,Red,Angry,None,Red Shorts,None,None,Yellow,1,4.7,5.1,2.8,6.430868167,4.0,3.1,8.2,16.2
,5808,4341,52.93,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5808,No,Grey,Laughing,Red Mask,Wrestling Trunks,Boots,Bandages,Green,4,3.6,6.0,9.7,11.80637544,5.3,7.6,5.0,4.0
,5809,8046,41.91,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/5809,No,Green,Angry,Red Mask,Jeans,None,None,Green,2,6.4,5.1,9.7,4.894762604,4.0,3.1,5.0,3.8
